Category,PurchaseAmount
Beauty,16601
Electronics,18467
Food,14089
Food,8651
Clothing,11983
Electronics,14215
Electronics,15608
Food,1677
Electronics,10977
Books,8725
Electronics,16320
Electronics,7445
Health,12928
Clothing,7982
Food,5805
Clothing,14689
Books,13020
Electronics,4607
Electronics,17472
Clothing,12059
Books,5934
Electronics,4405
Beauty,5392
Clothing,8199
Books,15575
Health,9686
Home,2219
Electronics,10355
Books,2598
Food,6003
Clothing,15845
Electronics,2588
Health,9688
Books,16834
Electronics,10912
Books,6268
Electronics,14894
Health,8067
Books,15395
Electronics,7448
Food,7316
Health,8862
Health,9693
Electronics,6039
Books,16421
Electronics,15322
Health,3120
Clothing,10892
Food,16087
Health,4600
Beauty,13475
Health,1822
Clothing,14604
Electronics,5786
Beauty,3678
Electronics,8019
Books,7865
Beauty,3117
Clothing,13008
Clothing,6684
Books,15491
Books,5396
Books,5719
Electronics,20048
Electronics,8152
Food,2540
Electronics,14587
Books,14163
Electronics,9094
Electronics,13662
Food,7924
Books,5271
Clothing,4764
Electronics,4125
Books,16126
Electronics,4024
Electronics,7455
Beauty,3378
Books,17560
Health,4514
Clothing,3318
Electronics,18058
Health,12168
Food,2491
Clothing,5923
Food,15882
Electronics,9565
Electronics,16525
Electronics,7376
Electronics,4067
Clothing,12889
Food,16154
Health,7254
Food,13130
Electronics,2682
Health,7859
Health,13280
Food,9162
Health,3244
Books,17116
Books,14132
Books,1908
Health,4528
Clothing,11501
Clothing,10360
Clothing,11312
Home,15676
Health,7150
Clothing,15070
Clothing,3524
Clothing,11676
Health,2409
Books,3979
Food,4476
Electronics,4317
Beauty,4991
Electronics,3127
Electronics,12441
Health,8374
Electronics,7903
Health,5102
Books,15272
Health,13521
Health,7419
Electronics,6517
Electronics,7531
Health,12073
Electronics,9356
Clothing,2923
Home,8625
Electronics,2876
Clothing,8950
Clothing,6583
Health,2734
Health,12731
Food,10999
Electronics,11995
Clothing,9958
Clothing,17322
Electronics,6680
Books,12903
Books,13709
Clothing,2274
Electronics,10238
Electronics,3362
Electronics,1955
Home,10391
Home,9203
Food,9786
Clothing,5506
Food,13420
Clothing,10579
Home,17824
Clothing,12696
Electronics,6075
Electronics,16534
Electronics,14360
Health,6992
Electronics,4005
Food,11954
Electronics,4705
Clothing,15149
Health,7079
Electronics,8964
Home,16448
Health,15024
Clothing,11261
Health,14569
Electronics,8559
Electronics,18805
Books,18289
Clothing,10442
Food,6777
Electronics,12289
Clothing,16137
Books,4529
Clothing,8896
Books,5803
Clothing,16029
Food,8564
Books,2805
Books,8330
Electronics,15551
Electronics,3675
Clothing,3711
Electronics,11378
Beauty,12884
Electronics,15495
Books,14463
Food,3433
Health,15879
Books,3831
Food,11604
Beauty,3135
Electronics,17498
Electronics,14314
Electronics,10583
Health,5799
Electronics,16740
Electronics,7223
Food,9928
Electronics,4674
Home,19709
Clothing,16399
Clothing,9687
Electronics,11300
Electronics,10278
Clothing,9003
Health,7787
Electronics,2264
Health,17215
Clothing,8326
Electronics,11486
Clothing,9060
Clothing,9812
Clothing,7955
Electronics,14284
Books,11761
Electronics,7228
Clothing,11738
Electronics,3787
Electronics,16961
Electronics,4575
Clothing,7028
Electronics,17797
Electronics,5810
Clothing,5339
Food,2740
Clothing,10485
Electronics,3152
Electronics,7419
Clothing,5893
Food,14678
Electronics,14629
Clothing,11291
Food,11241
Clothing,17872
Food,12568
Electronics,7453
Books,15778
Books,13804
Electronics,12953
Clothing,18146
Clothing,4891
Books,7720
Health,8315
Home,4413
Food,10239
Books,15781
Electronics,8616
Clothing,19443
Clothing,3937
Health,18263
Electronics,5177
Clothing,10186
Electronics,2958
Clothing,2911
Electronics,6129
Books,2615
Books,2517
Clothing,5118
Beauty,13592
Health,12107
Health,13539
Electronics,5300
Electronics,8585
Food,5851
Health,13679
Electronics,17219
Clothing,18180
Health,16580
Health,4830
Food,2113
Electronics,6240
Electronics,11266
Electronics,7966
Food,6156
Clothing,13101
Electronics,13709
Home,5202
Home,6723
Electronics,17821
Clothing,14269
Food,8217
Electronics,14025
Clothing,15862
Electronics,11930
Electronics,1870
Health,1963
Books,11791
Health,15579
Electronics,14243
Books,15788
Food,14257
Electronics,17981
Food,13392
Books,8764
Electronics,16868
Electronics,5809
Clothing,20310
Clothing,7371
Clothing,10453
Health,11497
Books,18060
Food,3864
Clothing,20712
Food,9354
Clothing,11550
Clothing,8834
Clothing,15688
Clothing,6064
Books,13958
Food,12371
Books,6374
Clothing,3889
Books,13825
Beauty,4178
Health,13444
Home,1787
Books,5808
Electronics,9771
Health,4025
Health,9930
Books,11520
Electronics,5421
Electronics,16601
Health,9505
Food,11464
Books,4077
Electronics,15526
Electronics,15324
Health,18141
Books,15117
Food,6898
Electronics,4613
Electronics,16553
Beauty,16097
Food,11546
Books,13703
Food,15375
Books,8269
Electronics,12325
Clothing,10208
Clothing,4227
Books,14623
Books,5750
Electronics,2225
Health,2833
Electronics,4634
Clothing,12551
Books,19209
Books,9864
Health,5634
Food,12802
Books,10650
Food,14620
Books,3498
Clothing,12941
Health,22358
Clothing,8570
Home,19868
Books,5316
Health,4645
Clothing,12695
Books,10209
Clothing,6867
Beauty,1985
Food,8522
Beauty,7407
Health,6718
Electronics,12388
Food,7738
Food,2780
Home,4923
Food,16350
Clothing,5351
Clothing,3310
Beauty,6285
Electronics,1926
Electronics,6696
Clothing,5926
Electronics,8852
Home,10121
Electronics,8003
Beauty,14574
Electronics,17448
Clothing,10666
Electronics,5232
Electronics,3319
Health,5113
Food,20710
Electronics,4196
Food,12489
Electronics,3275
Electronics,10002
Food,4533
Food,10949
Home,9071
Health,7508
Books,8966
Electronics,14734
Electronics,4385
Electronics,6323
Beauty,8057
Beauty,7646
Electronics,13748
Clothing,2852
Health,10480
Clothing,9929
Beauty,21163
Health,17167
Clothing,10881
Electronics,11896
Electronics,9236
Clothing,13907
Books,5978
Electronics,4507
Electronics,7245
Electronics,4030
Electronics,13581
Clothing,12848
Books,14476
Clothing,3219
Clothing,7579
Clothing,15067
Clothing,3062
Food,17953
Electronics,10980
Clothing,8222
Electronics,8561
Food,2660
Clothing,3584
Books,16503
Electronics,12872
Electronics,15650
Books,8614
Clothing,12769
Clothing,5399
Clothing,8834
Electronics,11064
Books,5126
Books,17952
Home,15012
Electronics,13782
Clothing,14057
Health,3032
Books,13704
Electronics,10451
Health,16735
Food,8636
Electronics,10613
Electronics,1866
Beauty,15720
Electronics,4125
Electronics,16883
Food,15746
Electronics,11805
Electronics,4491
Electronics,6768
Books,3138
Home,6690
Beauty,2960
Books,12596
Health,10890
Clothing,3401
Clothing,10230
Electronics,10364
Health,6813
Books,9733
Electronics,2695
Food,9986
Electronics,9670
Clothing,13831
Books,7706
Clothing,12398
Beauty,11127
Home,17995
Electronics,10574
Food,12090
Clothing,14191
Food,13156
Home,7812
Books,8209
Health,9967
Books,9830
Health,1641
Food,7843
Food,5886
Beauty,8649
Books,8985
Books,4163
Health,2998
Electronics,6365
Health,3361
Electronics,6828
Home,2073
Home,6809
Books,3487
Health,2874
Clothing,20274
Electronics,16403
Books,10156
Food,3245
Books,8889
Books,8758
Health,10867
Food,4439
Clothing,19236
Food,8246
Health,3169
Health,17006
Electronics,17343
Health,12628
Clothing,10581
Home,10751
Clothing,7972
Electronics,3074
Books,14733
Food,1991
Beauty,13093
Electronics,6772
Health,5796
Health,16807
Books,15997
Clothing,9253
Electronics,6151
Electronics,12639
Electronics,9159
Home,8820
Home,3075
Food,16300
Books,7327
Clothing,13677
Books,6573
Food,4482
Clothing,14503
Books,10411
Electronics,9825
Clothing,2003
Health,14580
Food,11020
Health,5897
Electronics,10282
Electronics,13648
Electronics,6397
Electronics,7578
Books,2796
Electronics,9677
Food,14031
Electronics,17330
Electronics,9615
Home,17692
Clothing,9844
Books,17512
Health,10079
Beauty,10681
Books,15151
Electronics,7347
Clothing,14702
Books,6728
Books,7559
Beauty,3596
Electronics,7545
Food,14109
Electronics,7664
Clothing,16977
Clothing,2116
Clothing,11682
Health,4117
Food,5931
Food,18183
Books,18073
Beauty,3856
Home,8386
Electronics,13621
Beauty,1629
Electronics,20588
Books,14414
Electronics,14335
Clothing,14864
Electronics,18826
Books,17816
Electronics,9327
Food,6707
Electronics,5998
Clothing,11852
Health,7954
Health,7003
Clothing,7502
Health,4300
Books,11552
Books,9238
Electronics,4082
Home,13800
Food,15016
Food,4989
Electronics,2108
Clothing,4506
Books,12294
Books,6693
Clothing,13305
Electronics,13848
Books,13248
Food,10349
Electronics,14429
Books,3201
Health,14224
Books,11459
Home,12039
Clothing,5046
Books,9460
Books,6817
Food,13607
Electronics,4077
Electronics,15442
Health,4742
Clothing,5197
Food,9221
Books,12555
Health,3841
Electronics,19488
Health,4269
Food,5458
Electronics,14991
Clothing,5165
Books,7691
Clothing,11197
Electronics,1880
Food,11851
Electronics,10967
Home,8122
Electronics,13827
Food,7124
Books,8723
Books,11455
Books,5917
Books,9485
Home,7056
Clothing,9807
Food,10714
Electronics,12363
Books,15010
Books,12492
Food,5769
Health,17629
Health,14104
Electronics,11205
Food,12319
Health,7827
Beauty,12804
Clothing,7683
Beauty,4310
Clothing,15368
Electronics,11767
Food,2353
Books,13335
Electronics,8482
Home,13198
Books,18841
Home,9535
Books,3643
Books,1631
Clothing,12070
Health,16861
Beauty,8783
Electronics,4969
Books,6056
Clothing,19695
Beauty,15547
Beauty,16273
Health,18140
Clothing,8311
Clothing,13382
Food,14216
Electronics,13496
Books,17953
Books,9970
Electronics,14419
Food,6256
Electronics,17454
Clothing,11654
Home,8445
Health,14681
Books,2791
Clothing,15604
Books,21191
Electronics,6381
Clothing,13018
Electronics,6619
Clothing,10617
Electronics,16728
Books,13141
Books,10401
Electronics,13435
Electronics,11328
Electronics,8193
Books,6921
Clothing,13607
Electronics,9505
Clothing,4357
Electronics,16608
Health,6534
Electronics,21522
Home,12664
Clothing,16363
Clothing,5498
Health,13373
Electronics,8820
Electronics,4654
Electronics,8043
Electronics,13134
Electronics,14142
Beauty,16044
Food,8521
Beauty,4615
Home,10426
Health,5226
Health,13075
Health,14698
Clothing,18435
Electronics,12895
Clothing,7295
Health,9674
Health,16097
Clothing,3766
Electronics,16704
Books,4837
Electronics,6391
Health,17664
Home,17133
Books,2619
Health,2473
Electronics,3615
Home,14130
Clothing,3210
Clothing,13191
Clothing,9369
Electronics,7263
Books,10914
Electronics,11405
Clothing,10429
Health,5089
Electronics,14433
Electronics,6907
Food,3890
Beauty,9623
Food,9275
Electronics,16266
Electronics,3157
Clothing,13836
Clothing,7209
Food,21513
Clothing,15842
Clothing,10983
Books,6481
Electronics,11356
Electronics,4774
Home,2366
Home,12559
Books,1655
Electronics,11962
Food,9511
Books,10305
Books,7120
Food,4662
Food,13649
Electronics,10001
Clothing,19693
Electronics,5231
Books,6607
Food,2839
Books,6681
Home,15316
Food,5410
Food,8681
Food,10507
Clothing,18222
Clothing,10656
Health,13346
Home,17789
Beauty,6772
Books,16324
Clothing,11775
Food,5233
Food,9552
Clothing,10620
Health,11288
Books,2682
Books,13826
Books,4837
Electronics,8157
Food,2771
Food,13034
Health,4317
Food,2389
Food,16260
Clothing,16072
Books,11948
Food,2475
Clothing,12942
Clothing,4194
Clothing,14789
Clothing,12522
Electronics,8866
Books,16711
Electronics,1969
Clothing,8484
Food,4635
Food,4025
Clothing,13707
Books,5953
Food,2588
Food,3479
Electronics,10730
Books,2776
Books,8559
Electronics,5526
Food,6944
Electronics,16838
Electronics,14916
Clothing,12890
Electronics,4487
Books,5237
Home,11734
Clothing,15679
Food,3156
Books,5617
Electronics,3864
Clothing,2594
Beauty,2493
Beauty,2801
Electronics,8940
Electronics,10657
Beauty,6133
Clothing,1980
Health,6774
Electronics,12734
Health,13681
Electronics,9380
Books,18744
Electronics,8481
Electronics,14002
Electronics,6308
Electronics,3744
Food,3236
Home,12770
Books,16689
Books,3942
Health,3681
Beauty,9759
Electronics,9563
Electronics,14462
Health,11939
Health,20158
Electronics,8839
Electronics,13581
Beauty,12268
Food,11984
Electronics,12354
Clothing,6825
Clothing,16220
Electronics,14739
Clothing,13665
Electronics,12162
Books,5255
Electronics,11637
Electronics,16853
Electronics,2594
Clothing,4521
Home,9797
Electronics,13087
Books,5083
Food,13873
Clothing,12154
Electronics,2503
Food,12836
Electronics,3582
Beauty,19027
Books,10726
Electronics,7298
Electronics,2440
Books,4649
Electronics,11613
Electronics,9152
Electronics,14889
Electronics,5350
Clothing,8774
Beauty,10853
Home,5751
Electronics,10401
Home,2369
Electronics,2380
Electronics,11762
Electronics,7713
Health,9901
Health,1910
Food,10588
Electronics,3250
Books,18079
Beauty,5406
Health,14234
Clothing,12781
Health,11593
Food,9224
Electronics,3995
Clothing,12307
Books,4555
Clothing,18528
Electronics,10345
Electronics,10628
Health,17451
Food,11802
Health,7370
Electronics,7948
Food,5541
Books,6961
Food,10943
Electronics,14848
Health,9526
Clothing,13334
Electronics,13727
Food,14159
Beauty,8637
Health,8235
Beauty,7559
Books,13461
Electronics,2452
Beauty,6404
Food,8295
Clothing,17851
Electronics,6509
Clothing,10461
Books,8938
Electronics,5201
Clothing,3440
Clothing,2806
Food,14029
Clothing,13077
Books,2538
Clothing,16030
Electronics,14999
Books,5741
Health,11288
Home,7817
Clothing,12755
Electronics,17692
Electronics,14514
Food,15279
Clothing,17651
Food,18263
Food,11881
Electronics,8860
Electronics,12647
Books,2543
Food,3827
Food,14661
Home,19363
Electronics,10814
Books,9264
Books,2238
Electronics,16679
Clothing,6184
Electronics,4009
Electronics,14861
Clothing,11190
Clothing,16825
Beauty,6916
Clothing,2821
Clothing,8909
Electronics,11281
Clothing,11912
Clothing,10345
Food,12438
Electronics,12561
Electronics,3582
Books,19322
Books,15454
Food,9677
Health,11087
Food,5787
Electronics,7973
Clothing,15009
Home,7950
Home,12525
Books,15978
Clothing,14224
Books,13209
Clothing,7801
Electronics,15921
Clothing,2731
Electronics,3583
Clothing,9322
Home,4233
Clothing,6787
Food,7395
Electronics,9693
Electronics,8271
Books,8041
Health,5740
Books,14703
Clothing,12786
Food,2868
Books,4542
Electronics,13151
Electronics,5357
Health,3510
Electronics,16186
Food,8887
Food,7730
Clothing,3971
Health,11883
Food,4812
Electronics,13100
Electronics,13432
Clothing,10187
Beauty,10172
Beauty,9393
Food,5674
Clothing,11481
Electronics,4300
Health,3198
Electronics,2633
Health,3525
Electronics,18367
Electronics,19372
Beauty,5054
Health,15698
Clothing,8991
Clothing,9630
Clothing,9499
Books,8959
Food,11456
Food,11143
Health,18249
Food,10165
Electronics,4047
Electronics,7167
Food,9918
Health,12382
Electronics,2409
Electronics,16173
Electronics,17190
Books,9847
Home,2831
Health,14009
Beauty,4772
Books,8994
Clothing,15077
Health,8253
Electronics,9016
Electronics,11480
Electronics,8701
Clothing,12067
Food,15220
Food,9235
Health,11892
Clothing,13220
Books,12587
Clothing,19192
Books,6523
Books,8910
Electronics,12095
Books,4051
Clothing,12040
Electronics,8922
Electronics,5672
Clothing,7364
Clothing,17493
Electronics,7472
Clothing,9134
Clothing,8111
Books,15189
Electronics,2648
Books,6072
Food,11453
Beauty,11066
Electronics,7275
Books,3203
Books,3803
Health,14135
Health,1681
Books,1857
Electronics,14639
Books,11325
Food,8316
Clothing,5953
Clothing,9725
Electronics,15308
Beauty,2815
Electronics,10207
Food,9343
Books,3363
Food,12153
Clothing,15540
Clothing,9431
Electronics,7492
Beauty,7914
Clothing,11844
Electronics,7345
Food,7964
Electronics,9060
Electronics,13124
Clothing,11309
Clothing,14986
Electronics,7168
Clothing,3511
Beauty,9849
Electronics,13677
Clothing,2377
Books,10276
Health,16828
Books,12716
Books,7637
Food,8295
Electronics,14844
Electronics,5077
Food,13382
Clothing,5774
Clothing,14589
Clothing,9013
Clothing,6488
Electronics,9381
Books,2627
Clothing,2641
Clothing,10974
Books,3271
Electronics,10706
Electronics,14194
Books,6667
Books,8245
Electronics,10618
Home,2802
Food,14984
Books,17337
Electronics,9275
Food,12453
Electronics,6737
Health,5100
Food,1679
Electronics,7852
Home,11179
Books,10851
Clothing,4783
Food,1886
Food,13875
Electronics,13248
Clothing,13156
Electronics,16621
Health,17786
Health,9959
Food,15946
Food,5312
Beauty,1981
Electronics,14394
Health,12105
Clothing,6768
Clothing,13004
Clothing,12181
Electronics,10220
Home,8177
Food,10031
Health,9484
Health,2186
Electronics,12334
Books,16756
Electronics,21900
Electronics,10977
Clothing,3708
Books,2022
Electronics,2455
Clothing,3831
Electronics,11582
Health,7288
Electronics,17001
Electronics,13508
Books,5489
Books,16035
Clothing,1326
Electronics,15605
Clothing,8309
Beauty,7237
Clothing,5466
Electronics,5563
Food,19577
Electronics,6038
Books,9072
Home,13503
Electronics,10755
Beauty,14948
Electronics,7583
Food,5052
Books,6035
Electronics,13920
Books,8303
Food,11162
Clothing,7621
Electronics,10994
Food,10871
Books,14813
Clothing,12957
Food,3869
Electronics,8907
Electronics,17921
Books,3298
Electronics,9815
Beauty,12727
Electronics,19370
Food,10711
Electronics,6738
Clothing,6631
Books,2907
Electronics,4129
Electronics,4521
Food,13540
Books,11626
Books,3581
Food,2043
Clothing,18038
Clothing,7629
Clothing,6614
Health,7625
Health,3837
Electronics,15585
Electronics,4726
Health,14858
Food,4746
Food,15249
Health,10306
Health,8380
Electronics,11685
Health,10867
Books,18923
Home,7527
Food,12346
Electronics,16038
Clothing,5928
Clothing,16135
Clothing,10975
Clothing,8430
Clothing,4778
Food,4856
Food,12091
Beauty,10977
Clothing,16245
Electronics,13759
Electronics,13062
Food,3606
Clothing,4211
Electronics,10326
Books,19734
Food,14910
Beauty,5870
Electronics,14852
Electronics,15155
Electronics,11548
Food,6760
Electronics,7691
Electronics,13173
Home,13873
Electronics,14481
Food,11665
Books,6543
Electronics,13801
Beauty,10191
Food,9023
Electronics,9759
Clothing,6094
Food,2422
Health,17407
Beauty,7272
Books,4514
Electronics,11905
Electronics,11260
Health,6735
Food,10871
Electronics,6560
Clothing,15978
Clothing,8079
Food,3150
Books,12999
Electronics,8349
Books,13343
Food,2222
Books,12826
Clothing,10799
Electronics,13421
Books,13684
Books,7734
Clothing,19057
Books,4045
Books,9170
Electronics,17866
Beauty,13834
Health,14550
Clothing,6168
Clothing,6313
Health,12599
